90.0000	0.714032	311.643	1.37399
89.9000	0.860953	312.042	1.37812
89.8000	0.860953	312.042	1.37812
89.7000	0.860953	312.042	1.37812
89.6000	0.860953	312.042	1.37812
89.5000	0.710997	312.075	1.37846
89.4000	0.518863	312.034	1.37803
89.3000	0.518863	312.034	1.37803
89.2000	0.614233	312.054	1.37824
89.1000	0.393623	312.103	1.37875
89.0000	0.629201	312.035	1.37805
88.9000	0.629201	312.035	1.37805
88.8000	0.761835	311.977	1.37745
88.7000	0.625145	312.036	1.37806
88.6000	0.536995	312.019	1.37788
88.5000	0.539014	312.026	1.37795
88.4000	0.85769	311.799	1.3756
88.3000	0.822215	311.895	1.37659
88.2000	0.693768	311.853	1.37617
88.1000	0.489354	311.87	1.37633
88.0000	0.648804	311.773	1.37533
87.9000	0.834816	311.753	1.37512
87.8000	0.726495	311.69	1.37447
87.7000	0.543625	311.685	1.37442
87.6000	0.74819	311.698	1.37455
87.5000	0.883443	311.732	1.37491
87.4000	0.768291	311.686	1.37443
87.3000	0.768373	311.679	1.37436
87.2000	0.803748	311.637	1.37392
87.1000	0.673595	311.63	1.37385
87.0000	0.923187	311.685	1.37442
86.9000	0.847836	311.667	1.37423
86.8000	0.795238	311.569	1.37321
86.7000	0.672713	311.5	1.3725
86.6000	0.756873	311.562	1.37314
86.5000	0.804916	311.613	1.37368
86.4000	0.861935	311.521	1.37272
86.3000	0.900143	311.511	1.37261
86.2000	0.804045	311.507	1.37257
86.1000	0.942361	311.512	1.37262
86.0000	0.842209	311.412	1.37159
85.9000	0.658156	311.52	1.37271
85.8000	0.855482	311.384	1.3713
85.7000	0.621027	311.46	1.37209
85.6000	0.627605	311.442	1.3719
85.5000	0.83174	311.357	1.37102
85.4000	0.882039	311.41	1.37157
85.3000	0.635744	311.468	1.37217
85.2000	0.710696	311.4	1.37146
85.1000	0.985376	311.347	1.37092
85.0000	0.562117	311.391	1.37137
84.9000	0.570921	311.341	1.37085
84.8000	0.738939	311.39	1.37136
84.7000	0.685567	311.378	1.37124
84.6000	0.584904	311.17	1.36908
84.5000	1.02858	311.336	1.3708
84.4000	1.0992	311.16	1.36897
84.3000	0.802638	311.3	1.37043
84.2000	0.627353	311.316	1.3706
84.1000	0.793538	311.237	1.36977
84.0000	0.810126	311.179	1.36917
83.9000	0.847368	311.256	1.36997
83.8000	0.695653	311.14	1.36876
83.7000	0.605666	311.203	1.36942
83.6000	0.754245	311.143	1.3688
83.5000	0.670605	311.104	1.3684
83.4000	0.750151	310.934	1.36663
83.3000	0.990904	311.098	1.36833
83.2000	0.677406	311.095	1.3683
83.1000	0.744099	311.083	1.36817
83.0000	0.809532	311.124	1.3686
82.9000	0.765948	311.081	1.36815
82.8000	0.794223	311.042	1.36775
82.7000	1.0139	311.065	1.36799
82.6000	0.852219	311.028	1.3676
82.5000	0.716068	310.923	1.36651
82.4000	0.559416	311.01	1.36742
82.3000	0.79789	310.981	1.36712
82.2000	0.673238	310.91	1.36637
82.1000	0.903479	310.997	1.36729
82.0000	0.78289	310.814	1.36538
81.9000	0.88287	310.912	1.3664
81.8000	0.935283	310.901	1.36629
81.7000	0.644482	310.79	1.36513
81.6000	0.703012	310.861	1.36587
81.5000	0.775729	310.815	1.36539
81.4000	0.768877	310.859	1.36584
81.3000	0.609616	310.84	1.36565
81.2000	0.549384	310.858	1.36584
81.1000	0.800275	310.771	1.36494
81.0000	0.660695	310.82	1.36544
80.9000	0.837526	310.732	1.36452
80.8000	0.761821	310.66	1.36378
80.7000	0.994595	310.719	1.3644
80.6000	0.95265	310.663	1.36381
80.5000	0.782083	310.634	1.36351
80.4000	1.01333	310.742	1.36463
80.3000	0.683153	310.688	1.36407
80.2000	0.733704	310.688	1.36407
80.1000	0.87592	310.671	1.3639
80.0000	1.04051	310.631	1.36348
79.9000	0.728247	310.577	1.36292
79.8000	0.776997	310.514	1.36226
79.7000	0.655708	310.553	1.36267
79.6000	0.871043	310.541	1.36255
79.5000	1.02627	310.527	1.36239
79.4000	1.02627	310.527	1.36239
79.3000	0.679674	310.385	1.36092
79.2000	1.10128	310.47	1.36181
79.1000	0.861874	310.482	1.36193
79.0000	1.03015	310.518	1.3623
78.9000	0.702786	310.479	1.3619
78.8000	0.806398	310.469	1.36179
78.7000	0.819406	310.408	1.36116
78.6000	1.04598	310.421	1.36129
78.5000	0.994203	310.293	1.35996
78.4000	1.095	310.3	1.36003
78.3000	0.916531	310.391	1.36098
78.2000	0.827267	310.385	1.36092
78.1000	1.21576	310.289	1.35993
78.0000	0.646005	310.224	1.35925
77.9000	0.788255	310.368	1.36074
77.8000	0.806464	310.292	1.35996
77.7000	0.764639	310.198	1.35897
77.6000	0.572462	310.206	1.35905
77.5000	1.07248	310.273	1.35975
77.4000	0.836006	310.194	1.35894
77.3000	0.80929	310.157	1.35855
77.2000	0.95648	310.07	1.35765
77.1000	0.907524	310.139	1.35836
77.0000	0.881265	310.237	1.35938
76.9000	1.10356	310.052	1.35745
76.8000	0.941292	310.009	1.35701
76.7000	0.935658	310.085	1.3578
76.6000	0.761958	310.062	1.35756
76.5000	0.875569	309.971	1.35661
76.4000	0.951599	309.925	1.35614
76.3000	0.992439	309.922	1.3561
76.2000	0.856404	310.008	1.357
76.1000	0.988078	309.983	1.35674
76.0000	0.749867	309.87	1.35557
75.9000	0.839835	309.793	1.35476
75.8000	0.888664	309.798	1.35481
75.7000	0.85154	309.821	1.35505
75.6000	0.989551	309.847	1.35532
75.5000	0.924452	309.785	1.35468
75.4000	0.901778	309.741	1.35422
75.3000	0.753671	309.789	1.35472
75.2000	0.891515	309.761	1.35442
75.1000	0.91348	309.675	1.35353
75.0000	0.846962	309.699	1.35378
74.9000	1.15247	309.625	1.35301
74.8000	1.06664	309.644	1.3532
74.7000	0.829961	309.581	1.35255
74.6000	0.65527	309.622	1.35298
74.5000	0.944754	309.533	1.35205
74.4000	0.730325	309.567	1.35241
74.3000	0.790997	309.542	1.35214
74.2000	0.904826	309.523	1.35195
74.1000	0.937163	309.473	1.35143
74.0000	0.706447	309.526	1.35198
73.9000	0.878127	309.45	1.35118
73.8000	1.05347	309.473	1.35142
73.7000	0.85697	309.428	1.35096
73.6000	0.930301	309.406	1.35073
73.5000	0.749138	309.41	1.35077
73.4000	0.756271	309.322	1.34985
73.3000	0.92715	309.305	1.34968
73.2000	0.986374	309.328	1.34991
73.1000	0.958562	309.287	1.34949
