     Temperature          CDdata          UVdata          FLdata    LowerBoundCD           CDfit    UpperBoundCD    LowerBoundUV           UVfit    UpperBoundUV    LowerBoundFL           FLfit    UpperBoundFL         PhiMono        PhiOligo         PhiPoly            Knuc             Kel      ResidualCD      ResidualUV      ResidualFL
    3.572000e+02   -1.424210e-01    2.678400e-01    9.215800e-03    4.353020e-06    4.530617e-06    4.708213e-06    2.650506e-01    2.650864e-01    2.651222e-01    2.833143e-03    2.948723e-03    3.064303e-03    9.861024e-01    1.389760e-02    1.694066e-16    1.414277e+03    8.510374e-02    2.028503e-02    7.582468e-06    3.927626e-05
    3.571000e+02   -4.654400e-02    2.679500e-01    8.992400e-03    4.393646e-06    4.572539e-06    4.751432e-06    2.650419e-01    2.650779e-01    2.651140e-01    2.859583e-03    2.976008e-03    3.092432e-03    9.859738e-01    1.402619e-02    0.000000e+00    1.427596e+03    8.710464e-02    2.166770e-03    8.248855e-06    3.619698e-05
    3.570000e+02   -3.527660e-01    2.680300e-01    8.838700e-03    4.434690e-06    4.614866e-06    4.795042e-06    2.650330e-01    2.650694e-01    2.651057e-01    2.886281e-03    3.003556e-03    3.120831e-03    9.858440e-01    1.415603e-02    0.000000e+00    1.441048e+03    8.915374e-02    1.244471e-01    8.765256e-06    3.404890e-05
    3.569000e+02   -1.030840e-01    2.675800e-01    9.157000e-03    4.476109e-06    4.657602e-06    4.839096e-06    2.650242e-01    2.650608e-01    2.650974e-01    2.913239e-03    3.031371e-03    3.149502e-03    9.857129e-01    1.428712e-02    0.000000e+00    1.454635e+03    9.125223e-02    1.062727e-02    6.346548e-06    3.752334e-05
    3.568000e+02   -2.805300e-01    2.678900e-01    9.339200e-03    4.517927e-06    4.700751e-06    4.883575e-06    2.650152e-01    2.650521e-01    2.650889e-01    2.940459e-03    3.059453e-03    3.178448e-03    9.855805e-01    1.441948e-02   -1.694066e-16    1.468357e+03    9.340134e-02    7.869972e-02    8.053885e-06    3.943521e-05
    3.567000e+02   -7.294800e-02    2.677200e-01    8.951600e-03    4.560143e-06    4.744317e-06    4.928491e-06    2.650061e-01    2.650433e-01    2.650804e-01    2.967945e-03    3.087808e-03    3.207671e-03    9.854469e-01    1.455312e-02   -3.388132e-16    1.482217e+03    9.560231e-02    5.322103e-03    7.164841e-06    3.438406e-05
    3.566000e+02   -2.333800e-02    2.677400e-01    9.294400e-03    4.602797e-06    4.788304e-06    4.973810e-06    2.649970e-01    2.650344e-01    2.650718e-01    2.995699e-03    3.116436e-03    3.237174e-03    9.853120e-01    1.468805e-02   -1.694066e-16    1.496215e+03    9.785642e-02    5.448858e-04    7.320229e-06    3.816723e-05
    3.565000e+02   -2.644390e-01    2.677700e-01    8.130000e-03    4.645860e-06    4.832715e-06    5.019571e-06    2.649878e-01    2.650255e-01    2.650631e-01    3.023723e-03    3.145342e-03    3.266960e-03    9.851757e-01    1.482428e-02    0.000000e+00    1.510353e+03    1.001650e-01    6.993054e-02    7.532545e-06    2.484682e-05
    3.564000e+02   -8.084700e-02    2.672500e-01    9.597300e-03    4.689349e-06    4.877557e-06    5.065765e-06    2.649784e-01    2.650164e-01    2.650544e-01    3.052020e-03    3.174526e-03    3.297033e-03    9.850382e-01    1.496183e-02   -1.694066e-16    1.524633e+03    1.025294e-01    6.537026e-03    4.988928e-06    4.125202e-05
    3.563000e+02   -2.818280e-01    2.684500e-01    9.054500e-03    4.733233e-06    4.922832e-06    5.112430e-06    2.649690e-01    2.650073e-01    2.650455e-01    3.080594e-03    3.203993e-03    3.327393e-03    9.848993e-01    1.510071e-02    1.694066e-16    1.539056e+03    1.049509e-01    7.942980e-02    1.185233e-05    3.422843e-05
