     Temperature          CDdata          UVdata    LowerBoundCD           CDfit    UpperBoundCD    LowerBoundUV           UVfit    UpperBoundUV         PhiMono        PhiOligo         PhiPoly            Knuc             Kel      ResidualCD      ResidualUV
    3.547000e+02   -1.054630e+00    4.461100e+00    1.588646e-03    1.632770e-03    1.676896e-03    4.326342e+00    4.334069e+00    4.341796e+00    7.495787e-01    2.504213e-01    6.060893e-11    1.790583e+03    1.527466e-01    1.115691e+00    1.613690e-02
    3.546000e+02   -4.693300e-01    4.468500e+00    1.599564e-03    1.643790e-03    1.688016e-03    4.324395e+00    4.332139e+00    4.339884e+00    7.478888e-01    2.521112e-01    6.499006e-11    1.807685e+03    1.563893e-01    2.218163e-01    1.859421e-02
    3.545000e+02    2.578400e-01    4.463700e+00    1.610537e-03    1.654861e-03    1.699187e-03    4.322439e+00    4.330201e+00    4.337963e+00    7.461910e-01    2.538090e-01    6.968208e-11    1.824961e+03    1.601209e-01    6.563083e-02    1.782202e-02
    3.544000e+02    1.893200e-01    4.468200e+00    1.621561e-03    1.665985e-03    1.710409e-03    4.320474e+00    4.328253e+00    4.336032e+00    7.444852e-01    2.555148e-01    7.470600e-11    1.842412e+03    1.639438e-01    3.521403e-02    1.958509e-02
    3.543000e+02   -1.403290e+00    4.466300e+00    1.632639e-03    1.677159e-03    1.721681e-03    4.318500e+00    4.326297e+00    4.334093e+00    7.427716e-01    2.572284e-01    8.008473e-11    1.860039e+03    1.678602e-01    1.973933e+00    1.960094e-02
    3.542000e+02   -2.005610e+00    4.468200e+00    1.643770e-03    1.688386e-03    1.733004e-03    4.316518e+00    4.324331e+00    4.332144e+00    7.410501e-01    2.589499e-01    8.584266e-11    1.877846e+03    1.718725e-01    4.029247e+00    2.069828e-02
    3.541000e+02    5.033000e-01    4.459200e+00    1.654953e-03    1.699664e-03    1.744376e-03    4.314527e+00    4.322356e+00    4.330186e+00    7.393208e-01    2.606792e-01    9.200567e-11    1.895833e+03    1.759830e-01    2.516029e-01    1.872615e-02
    3.540000e+02   -8.925000e-01    4.464200e+00    1.666189e-03    1.710993e-03    1.755799e-03    4.312527e+00    4.320373e+00    4.328219e+00    7.375836e-01    2.624164e-01    9.860277e-11    1.914002e+03    1.801942e-01    7.996133e-01    2.068623e-02
    3.539000e+02    8.758100e-01    4.455000e+00    1.677478e-03    1.722373e-03    1.767271e-03    4.310519e+00    4.318380e+00    4.326242e+00    7.358385e-01    2.641615e-01    1.056620e-10    1.932357e+03    1.845087e-01    7.640292e-01    1.866490e-02
    3.538000e+02    1.187600e-01    4.447600e+00    1.688819e-03    1.733804e-03    1.778793e-03    4.308502e+00    4.316379e+00    4.324256e+00    7.340857e-01    2.659143e-01    1.132163e-10    1.950897e+03    1.889290e-01    1.369513e-02    1.721894e-02
    3.537000e+02    2.446500e+00    4.453800e+00    1.700213e-03    1.745287e-03    1.790365e-03    4.306476e+00    4.314369e+00    4.322262e+00    7.323251e-01    2.676749e-01    1.212993e-10    1.969627e+03    1.934577e-01    5.976826e+00    1.944107e-02
    3.536000e+02    2.027050e+00    4.447900e+00    1.711659e-03    1.756820e-03    1.801987e-03    4.304442e+00    4.312350e+00    4.320258e+00    7.305567e-01    2.694433e-01    1.299465e-10    1.988546e+03    1.980977e-01    4.101813e+00    1.837390e-02
    3.535000e+02    3.213800e-01    4.444900e+00    1.723157e-03    1.768404e-03    1.813658e-03    4.302398e+00    4.310322e+00    4.318245e+00    7.287805e-01    2.712194e-01    1.391967e-10    2.007659e+03    2.028517e-01    1.021516e-01    1.811134e-02
    3.534000e+02    2.633850e+00    4.456100e+00    1.734707e-03    1.780038e-03    1.825378e-03    4.300347e+00    4.308285e+00    4.316223e+00    7.269967e-01    2.730033e-01    1.490907e-10    2.026966e+03    2.077226e-01    6.927792e+00    2.184933e-02
    3.533000e+02   -6.679200e-01    4.450500e+00    1.746309e-03    1.791723e-03    1.837148e-03    4.298287e+00    4.306239e+00    4.314192e+00    7.252051e-01    2.747949e-01    1.596725e-10    2.046469e+03    2.127133e-01    4.485138e-01    2.081117e-02
    3.532000e+02   -1.624100e-01    4.450500e+00    1.757963e-03    1.803458e-03    1.848966e-03    4.296218e+00    4.304185e+00    4.312151e+00    7.234059e-01    2.765941e-01    1.709884e-10    2.066172e+03    2.178268e-01    2.696606e-02    2.140812e-02
    3.531000e+02    1.259750e+00    4.448800e+00    1.769656e-03    1.815244e-03    1.860820e-03    4.294141e+00    4.302122e+00    4.310102e+00    7.215990e-01    2.784010e-01    1.830871e-10    2.086076e+03    2.230662e-01    1.582400e+00    2.151451e-02
    3.530000e+02    2.905650e+00    4.444600e+00    1.781413e-03    1.827080e-03    1.872737e-03    4.292056e+00    4.300050e+00    4.308044e+00    7.197845e-01    2.802155e-01    1.960233e-10    2.106183e+03    2.284348e-01    8.432188e+00    2.089471e-02
    3.529000e+02   -2.169800e-01    4.439000e+00    1.793222e-03    1.838965e-03    1.884703e-03    4.289962e+00    4.297969e+00    4.305977e+00    7.179624e-01    2.820376e-01    2.098521e-10    2.126495e+03    2.339357e-01    4.788174e-02    1.988961e-02
    3.528000e+02    2.705200e-01    4.432400e+00    1.805091e-03    1.850900e-03    1.896709e-03    4.287859e+00    4.295880e+00    4.303901e+00    7.161327e-01    2.838673e-01    2.246335e-10    2.147015e+03    2.395723e-01    7.218308e-02    1.863761e-02
    3.527000e+02   -9.423700e-01    4.436500e+00    1.817001e-03    1.862884e-03    1.908767e-03    4.285749e+00    4.293783e+00    4.301817e+00    7.142956e-01    2.857045e-01    2.404317e-10    2.167744e+03    2.453480e-01    8.915757e-01    2.036824e-02
