90.0000	0.609047	293.905	1.18634	0.034312
89.9000	0.547624	293.854	1.18579	0.0341376
89.8000	0.588135	293.824	1.18546	0.0342953
89.7000	0.588135	293.824	1.18546	0.0342953
89.6000	0.577579	293.843	1.18566	0.0342216
89.5000	0.577579	293.843	1.18566	0.0342216
89.4000	0.6194	293.851	1.18575	0.0342366
89.3000	0.6194	293.851	1.18575	0.0342366
89.2000	0.711751	293.881	1.18608	0.0344184
89.1000	0.571988	293.885	1.18612	0.0342296
89.0000	0.45941	293.932	1.18662	0.0339991
88.9000	0.580458	293.911	1.1864	0.0350187
88.8000	0.580458	293.911	1.1864	0.0350187
88.7000	0.66467	293.853	1.18577	0.0340532
88.6000	0.750757	293.926	1.18656	0.0339343
88.5000	0.448631	293.921	1.18651	0.0343747
88.4000	0.485056	293.966	1.18699	0.0346193
88.3000	0.642316	293.881	1.18608	0.0339696
88.2000	0.502638	293.881	1.18608	0.03453
88.1000	0.728455	293.92	1.1865	0.0332958
88.0000	0.542287	293.891	1.18618	0.0337587
87.9000	0.728294	293.989	1.18724	0.033442
87.8000	0.713237	293.982	1.18716	0.034207
87.7000	0.828416	293.881	1.18607	0.0331714
87.6000	0.594214	294.007	1.18744	0.0347843
87.5000	0.617664	293.88	1.18607	0.0335681
87.4000	0.805984	294.006	1.18742	0.0335061
87.3000	0.740486	293.915	1.18644	0.0340876
87.2000	0.619534	293.939	1.1867	0.0338841
87.1000	0.61487	293.892	1.1862	0.0337178
87.0000	0.630432	293.923	1.18653	0.0342881
86.9000	0.570148	293.949	1.18681	0.0339525
86.8000	0.678638	293.963	1.18696	0.0346168
86.7000	0.616176	293.909	1.18638	0.0340562
86.6000	0.513863	293.9	1.18628	0.0343653
86.5000	0.411829	294.069	1.1881	0.0337948
86.4000	0.635413	294.03	1.18768	0.0344156
86.3000	0.573087	293.896	1.18623	0.0347132
86.2000	0.486217	293.994	1.1873	0.0341176
86.1000	0.727821	293.997	1.18733	0.0350006
86.0000	0.615518	293.937	1.18668	0.0345
85.9000	0.547849	293.915	1.18644	0.0357192
85.8000	0.651952	293.99	1.18725	0.0350121
85.7000	0.673059	293.885	1.18612	0.0355577
85.6000	0.704597	293.991	1.18726	0.0346312
85.5000	0.751964	293.936	1.18667	0.035237
85.4000	0.493262	293.983	1.18718	0.0342891
85.3000	0.649249	293.923	1.18653	0.0340596
85.2000	0.496516	293.957	1.18689	0.0351046
85.1000	0.380521	293.971	1.18705	0.035106
85.0000	0.576579	293.962	1.18695	0.0350647
84.9000	0.875351	294.03	1.18768	0.0350971
84.8000	0.840341	294.002	1.18738	0.0357051
84.7000	0.618729	293.979	1.18713	0.0350473
84.6000	0.570485	293.893	1.1862	0.0349247
84.5000	0.682028	293.934	1.18665	0.0352208
84.4000	0.562967	294.016	1.18753	0.034425
84.3000	0.736859	293.945	1.18677	0.0352863
84.2000	0.607524	293.954	1.18686	0.0352268
84.1000	0.703401	293.964	1.18697	0.0350034
84.0000	0.397179	293.972	1.18705	0.0348497
83.9000	0.646861	293.93	1.1866	0.035168
83.8000	0.469415	293.959	1.18691	0.0353502
83.7000	0.676997	293.943	1.18674	0.0349626
83.6000	0.726607	293.944	1.18676	0.0353054
83.5000	0.485506	293.947	1.18679	0.034141
83.4000	0.669098	293.899	1.18627	0.0356083
83.3000	0.468117	294.01	1.18747	0.0350655
83.2000	0.585808	293.935	1.18666	0.0365768
83.1000	0.386998	293.926	1.18656	0.0351187
83.0000	0.553329	293.957	1.18689	0.0356738
82.9000	0.631512	293.981	1.18716	0.034847
82.8000	0.561186	293.963	1.18696	0.0352541
82.7000	0.603012	293.951	1.18683	0.0355827
82.6000	0.510942	293.952	1.18684	0.0353201
82.5000	0.571738	293.989	1.18724	0.0347519
82.4000	0.531557	294.041	1.1878	0.0354533
82.3000	0.64538	293.952	1.18684	0.0352631
82.2000	0.528891	293.95	1.18682	0.0347694
82.1000	0.512971	293.965	1.18698	0.0360767
82.0000	0.575888	293.976	1.1871	0.0354924
81.9000	0.594109	294.049	1.18789	0.0353708
81.8000	0.617415	293.971	1.18704	0.0358792
81.7000	0.476067	293.913	1.18642	0.0356593
81.6000	0.50934	293.935	1.18665	0.0353002
81.5000	0.635728	293.933	1.18664	0.0355817
81.4000	0.577409	294.011	1.18748	0.0355402
81.3000	0.280368	294.024	1.18762	0.03572
81.2000	0.772443	293.973	1.18707	0.0355339
81.1000	0.520779	293.928	1.18658	0.0365569
81.0000	0.64828	294.043	1.18783	0.0355448
80.9000	0.511775	293.955	1.18687	0.036188
80.8000	0.75872	294.016	1.18753	0.0358028
80.7000	0.55417	294.021	1.18758	0.0364871
80.6000	0.599431	293.948	1.1868	0.0363573
80.5000	0.803351	294.012	1.18749	0.0356538
80.4000	0.720213	294.04	1.1878	0.0364044
80.3000	0.684323	294.019	1.18756	0.0360788
80.2000	0.56956	293.983	1.18717	0.0359699
80.1000	0.570464	293.944	1.18676	0.0350176
80.0000	0.676802	293.935	1.18666	0.0350648
79.9000	0.546246	293.853	1.18577	0.0362693
79.8000	0.770615	293.968	1.18701	0.0356609
79.7000	0.805688	294.012	1.18749	0.0360455
79.6000	0.615999	293.915	1.18644	0.0358237
79.5000	0.649649	293.965	1.18699	0.0362576
79.4000	0.591888	294.007	1.18743	0.0371088
79.3000	0.592844	293.934	1.18665	0.0373263
79.2000	0.810963	293.952	1.18684	0.0363843
79.1000	0.809497	293.975	1.18709	0.036476
79.0000	0.60764	293.923	1.18653	0.0373565
78.9000	0.724307	293.984	1.18719	0.0362779
78.8000	0.563982	294.042	1.18781	0.036284
78.7000	0.474828	293.934	1.18664	0.0362216
78.6000	0.629982	293.943	1.18674	0.0357865
78.5000	0.658313	294.021	1.18759	0.0367349
78.4000	0.430986	294.005	1.18742	0.0376215
78.3000	0.358427	293.96	1.18692	0.0380011
78.2000	0.75312	293.971	1.18704	0.0372554
