     Temperature          CDdata          UVdata          FLdata    LowerBoundCD           CDfit    UpperBoundCD    LowerBoundUV           UVfit    UpperBoundUV    LowerBoundFL           FLfit    UpperBoundFL            Phi1            PhiA            PhiB              Ka              Kb        Residual
    3.565000e+02   -2.644390e-01    2.677700e-01    8.130000e-03    3.155995e-08    4.187489e-08    5.218984e-08    2.564789e-01    2.568268e-01    2.571747e-01    2.144802e-03    2.251433e-03    2.358064e-03    9.904665e-01    9.533479e-03    2.176115e-09    3.946080e-02    6.771946e-05    0.000000e+00
    3.564000e+02   -8.084700e-02    2.672500e-01    9.597300e-03    3.255251e-08    4.317992e-08    5.380734e-08    2.564727e-01    2.568205e-01    2.571683e-01    2.165667e-03    2.273102e-03    2.380538e-03    9.903748e-01    9.625235e-03    2.243933e-09    3.973508e-02    6.981963e-05    0.000000e+00
    3.563000e+02   -2.818280e-01    2.684500e-01    9.054500e-03    3.363470e-08    4.452630e-08    5.541790e-08    2.564664e-01    2.568142e-01    2.571619e-01    2.186736e-03    2.294988e-03    2.403241e-03    9.902821e-01    9.717910e-03    2.313901e-09    4.001143e-02    7.198616e-05    0.000000e+00
    3.562000e+02   -1.641370e-01    2.676400e-01    1.056580e-02    3.468302e-08    4.591538e-08    5.714775e-08    2.564600e-01    2.568077e-01    2.571554e-01    2.208016e-03    2.317093e-03    2.426171e-03    9.901885e-01    9.811511e-03    2.386087e-09    4.028985e-02    7.422119e-05    0.000000e+00
    3.561000e+02   -3.629470e-01    2.675400e-01    9.107700e-03    3.577622e-08    4.734853e-08    5.892085e-08    2.564536e-01    2.568012e-01    2.571489e-01    2.229516e-03    2.339420e-03    2.449324e-03    9.900940e-01    9.906050e-03    2.460564e-09    4.057037e-02    7.652693e-05    0.000000e+00
    3.560000e+02   -1.966160e-01    2.678700e-01    9.662800e-03    3.690485e-08    4.882717e-08    6.074948e-08    2.564472e-01    2.567947e-01    2.571422e-01    2.251235e-03    2.361970e-03    2.472705e-03    9.899985e-01    1.000154e-02    2.537404e-09    4.085300e-02    7.890566e-05    0.000000e+00
    3.559000e+02   -1.184330e-01    2.681400e-01    8.836000e-03    3.805384e-08    5.035275e-08    6.265166e-08    2.564406e-01    2.567881e-01    2.571355e-01    2.273171e-03    2.384746e-03    2.496320e-03    9.899020e-01    1.009798e-02    2.616684e-09    4.113777e-02    8.135973e-05    0.000000e+00
    3.558000e+02   -1.887590e-01    2.679400e-01    9.243100e-03    3.934008e-08    5.192680e-08    6.451350e-08    2.564340e-01    2.567814e-01    2.571288e-01    2.295333e-03    2.407750e-03    2.520166e-03    9.898046e-01    1.019539e-02    2.698482e-09    4.142467e-02    8.389156e-05    0.000000e+00
    3.557000e+02   -1.469330e-01    2.678100e-01    9.571700e-03    4.050972e-08    5.355089e-08    6.659206e-08    2.564273e-01    2.567746e-01    2.571220e-01    2.317715e-03    2.430984e-03    2.544253e-03    9.897062e-01    1.029377e-02    2.782882e-09    4.171375e-02    8.650367e-05    0.000000e+00
    3.556000e+02   -2.390030e-01    2.678200e-01    9.309100e-03    4.179926e-08    5.522662e-08    6.865398e-08    2.564206e-01    2.567678e-01    2.571151e-01    2.340325e-03    2.454451e-03    2.568577e-03    9.896069e-01    1.039314e-02    2.869965e-09    4.200500e-02    8.919866e-05    0.000000e+00
