     Temperature          CDdata          UVdata          FLdata    LowerBoundCD           CDfit    UpperBoundCD    LowerBoundUV           UVfit    UpperBoundUV    LowerBoundFL           FLfit    UpperBoundFL            Phi1            PhiA            PhiB              Ka              Kb        Residual
    3.576000e+02   -5.355180e-01    1.042310e+00    2.233190e-02    5.254539e-07    7.007468e-07    8.760397e-07    9.752324e-01    9.770723e-01    9.789122e-01             NaN    2.033723e-02             NaN    9.597838e-01    4.021621e-02    7.283149e-09    3.657515e-02    4.845056e-05    0.000000e+00
    3.575000e+02   -9.111330e-01    1.041800e+00    2.373150e-02    5.415344e-07    7.220381e-07    9.025417e-07    9.751380e-01    9.769771e-01    9.788163e-01             NaN    2.052008e-02             NaN    9.594222e-01    4.057777e-02    7.504438e-09    3.682781e-02    4.994377e-05    0.000000e+00
    3.574000e+02   -8.015014e-01    1.041240e+00    2.314820e-02    5.583273e-07    7.439838e-07    9.296404e-07    9.750427e-01    9.768811e-01    9.787196e-01             NaN    2.070453e-02             NaN    9.590575e-01    4.094253e-02    7.732529e-09    3.708236e-02    5.148388e-05    0.000000e+00
    3.573000e+02   -7.185226e-01    1.040740e+00    2.312030e-02    5.754292e-07    7.666045e-07    9.577797e-07    9.749466e-01    9.767843e-01    9.786221e-01             NaN    2.089061e-02             NaN    9.586895e-01    4.131049e-02    7.967635e-09    3.733881e-02    5.307238e-05    0.000000e+00
    3.572000e+02   -6.157120e-01    1.040980e+00    2.288900e-02    5.931984e-07    7.899209e-07    9.866433e-07    9.748496e-01    9.766866e-01    9.785237e-01             NaN    2.107833e-02             NaN    9.583183e-01    4.168170e-02    8.209972e-09    3.759718e-02    5.471082e-05    0.000000e+00
    3.571000e+02   -4.993560e-01    1.041330e+00    2.375250e-02    6.119142e-07    8.139546e-07    1.015995e-06    9.747517e-01    9.765881e-01    9.784244e-01             NaN    2.126770e-02             NaN    9.579438e-01    4.205618e-02    8.459764e-09    3.785748e-02    5.640081e-05    0.000000e+00
    3.570000e+02   -4.860270e-01    1.040970e+00    2.453440e-02    6.306777e-07    8.387281e-07    1.046779e-06    9.746530e-01    9.764887e-01    9.783243e-01             NaN    2.145874e-02             NaN    9.575660e-01    4.243394e-02    8.717245e-09    3.811973e-02    5.814399e-05    0.000000e+00
    3.569000e+02   -8.141784e-01    1.039310e+00    2.297130e-02    6.503978e-07    8.642642e-07    1.078131e-06    9.745535e-01    9.763884e-01    9.782233e-01             NaN    2.165145e-02             NaN    9.571850e-01    4.281502e-02    8.982652e-09    3.838395e-02    5.994207e-05    0.000000e+00
    3.568000e+02   -7.475417e-01    1.039560e+00    2.437550e-02    6.703581e-07    8.905866e-07    1.110815e-06    9.744530e-01    9.762872e-01    9.781215e-01             NaN    2.184585e-02             NaN    9.568005e-01    4.319944e-02    9.256232e-09    3.865015e-02    6.179680e-05    0.000000e+00
    3.567000e+02   -3.806110e-01    1.039490e+00    2.458000e-02    6.910297e-07    9.177199e-07    1.144410e-06    9.743516e-01    9.761852e-01    9.780187e-01             NaN    2.204195e-02             NaN    9.564128e-01    4.358724e-02    9.538239e-09    3.891835e-02    6.371002e-05    0.000000e+00
