500	0.0129594	0.0146931	0.0137821	0.0135141	0.0134405	0.0141488	0.0133784	0.0132514	0.0124258	0.0120981	0.0119634	0.0114299	0.0111547	0.0117003	0.0109578	0.0117404	0.011291	0.0113337	0.0125114	0.0119914	0.012028	0.0117828	0.0122372	0.0128321	0.0124076	0.0127843	0.012442
499	0.0134295	0.0149863	0.0135069	0.0141133	0.0131977	0.0130631	0.0126486	0.0124652	0.0121262	0.0121709	0.011749	0.0103326	0.0102459	0.0117464	0.0113892	0.0112651	0.0107219	0.0106906	0.0117199	0.0114737	0.010875	0.0117458	0.0119464	0.0120545	0.0113831	0.0120102	0.0116293
498	0.0125198	0.0137072	0.0131864	0.0135753	0.0132892	0.0119445	0.0125358	0.0115826	0.0108075	0.0111104	0.011603	0.00963151	0.0106097	0.0105726	0.0106497	0.0113519	0.0108152	0.0100805	0.0107717	0.0111046	0.0104359	0.0115529	0.0108692	0.010881	0.0111283	0.01158	0.0114318
497	0.0118223	0.0134934	0.0125671	0.0128725	0.0125063	0.0131874	0.0124289	0.0117208	0.0109095	0.0113577	0.012072	0.00967369	0.0107276	0.0101019	0.0109914	0.0116827	0.0103552	0.0107228	0.0106322	0.0097086	0.0107289	0.0116567	0.0112201	0.0111922	0.0111285	0.0116401	0.0121808
496	0.0113772	0.0128598	0.0125267	0.0122485	0.0125171	0.0124449	0.0121661	0.0117489	0.0107924	0.0107827	0.0118538	0.00999941	0.00966293	0.0100219	0.0100289	0.0107779	0.00990566	0.00998561	0.00897994	0.00772223	0.0103872	0.0108245	0.0105481	0.0108617	0.00969183	0.0110305	0.0112344
495	0.0109899	0.0129412	0.0114722	0.0117181	0.0115874	0.01176	0.0112532	0.0107713	0.010626	0.0104953	0.0105542	0.00954435	0.00872818	0.00941102	0.00962745	0.0091176	0.00885895	0.00826204	0.00681246	0.00484568	0.00875813	0.00973179	0.00920231	0.00871497	0.00847015	0.00861801	0.00938912
494	0.0115968	0.012952	0.0117698	0.0123907	0.0120466	0.0119031	0.0118206	0.0116411	0.0110043	0.010971	0.0107329	0.0101384	0.00930663	0.0108588	0.0101261	0.00950981	0.00871093	0.00837504	0.00730537	0.00610111	0.00927718	0.00979905	0.00916329	0.00886787	0.00926101	0.00922024	0.00991454
493	0.012319	0.0138351	0.0126195	0.0136019	0.0126214	0.0135711	0.012712	0.0132785	0.0116287	0.0114263	0.012701	0.0114997	0.0110286	0.0117986	0.0112697	0.0107424	0.0101201	0.0108194	0.0102949	0.00932835	0.0109305	0.0107446	0.0109438	0.0111033	0.0109276	0.0112616	0.0123015
492	0.013945	0.0148255	0.0141587	0.0140631	0.0138702	0.0138611	0.0129619	0.0136393	0.0122005	0.011802	0.0131362	0.01261	0.0132436	0.0119451	0.0115274	0.0119071	0.0128637	0.0138992	0.0147517	0.0144656	0.0131844	0.0123387	0.0129431	0.0140344	0.0138306	0.0146626	0.0150316
491	0.013079	0.0145558	0.0137066	0.0136262	0.0137506	0.01322	0.0127856	0.01122	0.0117502	0.0104633	0.0122058	0.011712	0.0131795	0.0117771	0.0104714	0.0109534	0.0129697	0.014102	0.0159722	0.0152347	0.013007	0.0124967	0.0125301	0.0134618	0.0135276	0.0140994	0.0151725
490	0.0122205	0.0127689	0.0126347	0.0131461	0.0125891	0.0117714	0.0115984	0.0109163	0.0108552	0.00966057	0.01074	0.0105113	0.0111304	0.0107843	0.010305	0.00968839	0.00984691	0.0113681	0.0123844	0.011565	0.0115347	0.0114441	0.0105295	0.0111741	0.0119589	0.0120682	0.0119347
489	0.0132121	0.0141204	0.0135808	0.0133815	0.0135708	0.0124067	0.0123492	0.0124187	0.0115999	0.0119245	0.012612	0.01117	0.0114965	0.011963	0.0110914	0.0108638	0.0103297	0.0115233	0.0123964	0.0114832	0.0119158	0.0125018	0.0117677	0.011685	0.0131536	0.0122468	0.012376
488	0.0129771	0.0141682	0.0132936	0.0135025	0.01314	0.0128985	0.0121783	0.0128823	0.0113121	0.0130466	0.0117966	0.0114369	0.0111526	0.0118681	0.0120065	0.0108669	0.0108941	0.0113903	0.0124328	0.0116478	0.0123105	0.0127255	0.0118083	0.0120479	0.0128639	0.01327	0.0132548
487	0.0128123	0.0142027	0.013143	0.0134934	0.0124617	0.0119499	0.0117338	0.0116349	0.0107351	0.0133373	0.0107425	0.00982595	0.0116994	0.0113232	0.011366	0.0106411	0.0113242	0.0102804	0.0115206	0.0109383	0.0121342	0.0123535	0.01083	0.010959	0.0116123	0.012556	0.0124938
486	0.0122181	0.0129427	0.0118104	0.0125462	0.0109163	0.0105751	0.0106287	0.0111187	0.0103096	0.0114303	0.0101903	0.00893219	0.0102235	0.0103821	0.0101666	0.00988874	0.0107759	0.009005	0.00987737	0.00904953	0.0106281	0.011494	0.00998852	0.0104636	0.0113468	0.0112184	0.0113455
485	0.0121196	0.0120514	0.0116162	0.0116851	0.0105375	0.0110896	0.0102591	0.0111118	0.0103313	0.0114061	0.0103339	0.00932602	0.0108159	0.0106338	0.00978918	0.0107519	0.0103071	0.00849426	0.0082654	0.00857457	0.0104879	0.0112482	0.00980386	0.0104197	0.0113859	0.0111807	0.0108557
