500	0.506381	0.402164	0.757605	0.30098	0.394687	0.419528	0.621988	0.454767	0.693057	0.232303	0.23945	0.44946	0.317664	0.343439	0.497122	0.29364	0.280942	0.349805	0.643478	0.320111	0.657455	0.295242	0.611487	0.342062	0.196359	0.644662	0.339789
499	0.528784	-0.048172	0.0928864	0.304428	0.230637	0.367694	0.328079	0.475287	0.294934	0.00166018	-0.0604095	0.0545502	0.0186035	0.552335	0.0858429	0.211157	0.178604	0.0235718	0.305676	-0.0575317	0.58757	0.149146	0.358774	-0.150513	0.0291016	0.331662	0.192712
498	0.521594	0.156033	-0.0951721	0.547699	0.0305206	0.535187	0.320554	0.572729	0.235361	0.276016	0.220276	0.311835	0.208398	0.564612	0.413995	0.396069	0.378696	-0.0139588	0.564514	0.233188	0.447311	0.492825	0.412244	0.707523	0.410034	0.358896	0.462424
497	0.260989	0.0935059	0.00408936	-0.0619476	-0.00561523	0.038028	0.0916138	0.386017	-0.179059	0.0236481	0.137485	0.229932	0.0451599	-0.159433	-0.176205	-0.169122	-0.0752991	-0.167566	0.291556	0.260037	0.210703	0.163574	0.0993042	0.352155	0.0887817	-0.30589	-0.0812622
496	-0.227628	-0.10188	0.0177337	-0.32543	-0.332089	-0.206409	-0.265036	-0.00282595	0.0755829	-0.14299	-0.0781403	0.234512	0.0396057	-0.24592	-0.298529	-0.410464	-0.135178	-0.0817108	-0.0883942	0.0376922	0.0129272	0.0142273	0.0113983	-0.0302826	-0.465906	-0.330075	-0.288507
495	0.2875	0.137033	0.374371	0.451056	0.133084	0.321695	0.175229	0.148349	0.725946	0.442831	0.647308	0.669373	0.313324	0.380545	0.42865	0.181546	0.411618	0.473556	0.450546	0.38154	0.281912	0.462039	0.369073	0.0956665	0.167056	0.400037	0.288632
494	0.355505	0.336774	0.554773	0.25264	0.361566	0.341321	0.522311	0.222662	0.6944	0.283264	0.515024	0.336484	0.435895	0.214575	0.588831	0.547168	0.248959	0.466849	0.337253	0.498364	0.168784	0.0475769	0.455563	0.223657	0.555121	0.450678	0.442874
493	0.140192	0.157483	0.0778931	0.324487	0.165851	0.52998	0.656134	0.275861	0.347641	0.0691132	0.368182	0.134424	0.440323	3.26526E-4	0.407736	0.278452	-0.0719147	0.217764	-0.0494537	0.505811	0.260406	0.0202515	0.278564	0.396625	0.178082	0.171768	0.205194
492	0.156366	0.113516	-0.0517792	0.0125702	0.0291412	0.226993	0.442212	0.255591	0.158505	0.263602	0.172562	0.0458557	0.354309	0.184622	0.114423	0.127798	-0.0910797	0.0186279	-0.124442	0.532153	0.213916	0.153046	-0.0851227	0.154443	0.232458	0.0776123	0.21528
491	0.469812	0.386847	0.317477	0.0760712	0.35329	0.111014	0.413098	0.294827	0.533234	0.318961	0.156726	-0.0157898	0.398126	0.380811	0.229166	0.276056	0.264465	0.280847	0.0390228	0.486746	0.340503	0.163947	0.151993	0.110123	0.414194	0.175421	0.308334
490	0.242551	0.0579925	-0.0687683	-0.0109925	0.254074	0.0577331	0.0904419	0.57265	0.370325	0.392169	0.120175	0.0610443	0.21333	0.268317	1.52564E-4	0.20379	0.388535	0.0280823	0.154709	0.155664	0.177872	0.225207	-0.0781678	0.0741028	0.109143	0.516125	0.159335
489	0.0758209	0.272568	-0.029599	0.18941	0.407147	0.326834	0.0588226	0.515021	0.265503	0.377997	0.381689	0.17334	0.324908	0.278967	0.0522461	0.175394	0.103729	0.0823852	0.573492	0.0499481	0.152844	0.440182	0.210022	0.399286	0.349167	0.641644	0.455069
488	-0.0457733	0.381766	-0.201416	0.251825	-0.0373413	0.274783	0.328796	0.0703858	0.256778	0.0925446	0.210419	-0.0348297	-0.00486449	0.175674	0.475772	-0.0619751	0.0942047	0.102713	0.173987	0.106116	-0.0135589	0.183023	0.196191	0.331165	0.274826	0.330359	0.41731
487	0.0341644	-0.062555	-0.288516	0.266717	-0.0243531	0.150311	0.0167022	-0.0590882	-0.0511627	-0.139209	0.0217193	-0.152582	-0.0979309	0.0880981	0.515436	0.0124481	0.192798	-0.156775	-0.0083832	0.374597	0.0172882	0.0375091	0.157031	0.140939	-0.0706757	0.300076	0.164481
486	0.141742	-0.289114	-0.129831	0.0436554	-0.0128173	0.141525	-0.116077	-0.208762	-0.106592	-0.172806	0.0600831	-0.0840515	-0.100958	-0.176797	0.10845	0.0862122	-0.113577	-0.0758575	-0.241046	0.157901	-0.0193511	-0.0134796	-0.0396514	-0.0756622	-0.20274	-0.0916931	0.263065
485	-0.205011	-0.224912	0.34393	0.0635345	0.0389374	0.0335022	0.108493	-0.133881	-0.125708	-0.0650147	0.510455	0.003067	0.0840515	-0.0580719	0.0326202	0.0508423	-0.278537	0.165775	0.134985	0.0717438	0.0694031	0.24967	-0.0134369	0.0734741	0.0883819	0.0559631	0.345682
484	0.078949	0.164893	0.553223	0.132587	0.259283	0.0285492	0.131995	0.246045	0.146329	0.166537	0.456506	0.279004	0.269522	0.223703	0.320432	0.40238	0.114151	0.225711	0.472693	0.306372	0.351788	0.291882	0.481836	0.349115	0.285675	0.182156	0.167139
483	0.353033	0.170013	0.514719	-0.0231476	0.256802	0.127841	0.0934631	0.0977417	0.222491	0.445081	0.421356	0.380768	0.573764	0.262247	0.225098	0.352173	0.161334	0.103854	0.689447	0.241766	0.564014	0.402585	0.323856	0.346072	0.00239259	0.303854	0.156818
482	0.144467	0.343839	0.609735	0.382779	0.564435	0.303586	0.427209	0.410724	0.452991	0.389139	0.499197	0.40029	0.767484	0.431796	0.395154	0.273062	0.229886	0.00861512	0.683713	0.359207	0.562674	0.266623	0.321793	0.505344	-0.00480345	0.248895	0.465668
481	0.0851563	0.312949	0.343204	0.500485	0.517453	0.230441	0.414462	0.422818	0.180219	0.348389	0.377557	0.281049	0.739258	0.413608	0.336691	0.223584	0.0794647	0.254291	0.103378	0.245392	0.309497	-0.115845	0.191873	0.188141	0.186771	0.38692	0.375659
